#format table ## [Custom WaveView] saved 11:43:39 Mon Jan 15 2024
TIME ,x_ssad.v(b5) ,x_ssad.v(b4) ,x_ssad.v(b3) ,x_ssad.v(b2) ,x_ssad.v(b1) ,x_ssad.v(b0) 
 7.430E-03 , 1.487E-03 , 1.487E-03 , 1.487E-03 , 1.487E-03 , 1.288E+00 , 1.486E-03 
 7.480E-03 , 1.315E+00 , 1.315E+00 , 1.315E+00 , 1.315E+00 , 1.315E+00 , 1.337E+00 
 7.530E-03 , 1.487E-03 , 1.487E-03 , 1.487E-03 , 1.487E-03 , 1.288E+00 , 1.487E-03 
 7.580E-03 , 1.315E+00 , 1.315E+00 , 1.315E+00 , 1.315E+00 , 1.315E+00 , 1.337E+00 
 7.630E-03 , 1.487E-03 , 1.487E-03 , 1.487E-03 , 1.487E-03 , 1.288E+00 , 1.487E-03 
 7.680E-03 , 1.294E+00 , 1.294E+00 , 1.294E+00 , 1.294E+00 , 1.325E+00 , 2.124E-05 
 7.730E-03 , 1.487E-03 , 1.487E-03 , 1.487E-03 , 1.487E-03 , 1.288E+00 , 1.487E-03 
 7.780E-03 , 1.315E+00 , 1.315E+00 , 1.315E+00 , 1.315E+00 , 1.315E+00 , 1.337E+00 
 7.830E-03 , 1.487E-03 , 1.487E-03 , 1.487E-03 , 1.487E-03 , 1.288E+00 , 1.487E-03 
 7.880E-03 , 1.294E+00 , 1.294E+00 , 1.294E+00 , 1.294E+00 , 1.325E+00 , 2.116E-05 
 7.930E-03 , 2.294E-04 , 2.294E-04 , 2.294E-04 , 2.294E-04 , 1.249E+00 , 1.299E+00 
 7.980E-03 , 1.294E+00 , 1.294E+00 , 1.294E+00 , 1.294E+00 , 1.325E+00 , 2.121E-05 
 8.030E-03 , 2.294E-04 , 2.294E-04 , 2.294E-04 , 2.294E-04 , 1.249E+00 , 1.299E+00 
 8.080E-03 , 1.315E+00 , 1.315E+00 , 1.315E+00 , 1.315E+00 , 1.315E+00 , 1.337E+00 
 8.130E-03 , 2.295E-04 , 2.295E-04 , 2.295E-04 , 2.295E-04 , 1.249E+00 , 1.299E+00 
 8.180E-03 , 1.294E+00 , 1.294E+00 , 1.294E+00 , 1.294E+00 , 1.325E+00 , 2.114E-05 
 8.230E-03 , 2.295E-04 , 2.295E-04 , 2.295E-04 , 2.295E-04 , 1.249E+00 , 1.299E+00 
 8.280E-03 , 1.294E+00 , 1.294E+00 , 1.294E+00 , 1.294E+00 , 1.325E+00 , 2.122E-05 
 8.330E-03 , 2.295E-04 , 2.295E-04 , 2.295E-04 , 2.295E-04 , 1.249E+00 , 1.299E+00 
 8.380E-03 , 1.295E+00 , 1.295E+00 , 1.295E+00 , 1.325E+00 , 2.349E-05 , 1.325E+00 
 8.430E-03 , 1.488E-03 , 1.488E-03 , 1.488E-03 , 1.288E+00 , 1.488E-03 , 1.488E-03 
 8.480E-03 , 1.294E+00 , 1.294E+00 , 1.294E+00 , 1.294E+00 , 1.325E+00 , 2.121E-05 
 8.530E-03 , 2.296E-04 , 2.296E-04 , 2.296E-04 , 2.296E-04 , 1.249E+00 , 1.299E+00 
 8.580E-03 , 1.294E+00 , 1.294E+00 , 1.294E+00 , 1.294E+00 , 1.325E+00 , 2.117E-05 
 8.630E-03 , 1.488E-03 , 1.488E-03 , 1.488E-03 , 1.288E+00 , 1.488E-03 , 1.488E-03 
 8.680E-03 , 1.295E+00 , 1.295E+00 , 1.295E+00 , 1.325E+00 , 2.348E-05 , 1.325E+00 
 8.730E-03 , 2.296E-04 , 2.296E-04 , 2.296E-04 , 2.296E-04 , 1.249E+00 , 1.299E+00 
 8.780E-03 , 1.295E+00 , 1.295E+00 , 1.295E+00 , 1.325E+00 , 2.348E-05 , 1.325E+00 
 8.830E-03 , 1.488E-03 , 1.488E-03 , 1.488E-03 , 1.288E+00 , 1.488E-03 , 1.488E-03 
 8.880E-03 , 1.295E+00 , 1.295E+00 , 1.295E+00 , 1.325E+00 , 2.348E-05 , 1.325E+00 
 8.930E-03 , 1.489E-03 , 1.489E-03 , 1.489E-03 , 1.288E+00 , 1.489E-03 , 1.489E-03 
 8.980E-03 , 1.295E+00 , 1.295E+00 , 1.295E+00 , 1.325E+00 , 2.347E-05 , 1.325E+00 
 9.030E-03 , 1.489E-03 , 1.489E-03 , 1.489E-03 , 1.288E+00 , 1.489E-03 , 1.489E-03 
 9.080E-03 , 1.295E+00 , 1.295E+00 , 1.295E+00 , 1.325E+00 , 2.347E-05 , 1.325E+00 
 9.130E-03 , 1.965E-04 , 1.965E-04 , 1.965E-04 , 1.300E+00 , 1.965E-04 , 1.300E+00 
 9.180E-03 , 1.283E+00 , 1.283E+00 , 1.283E+00 , 1.318E+00 , 8.680E-06 , 8.680E-06 
 9.230E-03 , 1.489E-03 , 1.489E-03 , 1.489E-03 , 1.288E+00 , 1.489E-03 , 1.489E-03 
 9.280E-03 , 1.283E+00 , 1.283E+00 , 1.283E+00 , 1.318E+00 , 8.680E-06 , 8.692E-06 
 9.330E-03 , 1.966E-04 , 1.966E-04 , 1.966E-04 , 1.300E+00 , 1.966E-04 , 1.300E+00 
 9.380E-03 , 1.283E+00 , 1.283E+00 , 1.283E+00 , 1.318E+00 , 8.680E-06 , 8.671E-06 
 9.430E-03 , 1.966E-04 , 1.966E-04 , 1.966E-04 , 1.300E+00 , 1.966E-04 , 1.300E+00 
 9.480E-03 , 1.283E+00 , 1.283E+00 , 1.283E+00 , 1.318E+00 , 8.680E-06 , 8.678E-06 
 9.530E-03 , 1.966E-04 , 1.966E-04 , 1.966E-04 , 1.300E+00 , 1.966E-04 , 1.300E+00 
 9.580E-03 , 1.283E+00 , 1.283E+00 , 1.283E+00 , 1.318E+00 , 8.680E-06 , 8.659E-06 
 9.630E-03 , 1.967E-04 , 1.967E-04 , 1.967E-04 , 1.300E+00 , 1.967E-04 , 1.300E+00 
 9.680E-03 , 1.295E+00 , 1.295E+00 , 1.325E+00 , 2.345E-05 , 1.295E+00 , 1.325E+00 
 9.730E-03 , 1.967E-04 , 1.967E-04 , 1.967E-04 , 1.300E+00 , 1.967E-04 , 1.300E+00 
 9.780E-03 , 1.295E+00 , 1.295E+00 , 1.325E+00 , 2.345E-05 , 1.295E+00 , 1.325E+00 
 9.830E-03 , 2.300E-04 , 2.300E-04 , 2.300E-04 , 1.249E+00 , 1.299E+00 , 2.300E-04 
 9.880E-03 , 1.295E+00 , 1.295E+00 , 1.325E+00 , 2.345E-05 , 1.295E+00 , 1.325E+00 
 9.930E-03 , 2.300E-04 , 2.300E-04 , 2.300E-04 , 1.249E+00 , 1.299E+00 , 2.300E-04 
 9.980E-03 , 1.295E+00 , 1.295E+00 , 1.325E+00 , 2.344E-05 , 1.295E+00 , 1.325E+00 
 1.003E-02 , 2.300E-04 , 2.300E-04 , 2.300E-04 , 1.249E+00 , 1.299E+00 , 2.300E-04 
 1.008E-02 , 1.295E+00 , 1.295E+00 , 1.325E+00 , 2.344E-05 , 1.295E+00 , 1.325E+00 
 1.013E-02 , 2.301E-04 , 2.301E-04 , 2.301E-04 , 1.249E+00 , 1.299E+00 , 2.301E-04 
 1.018E-02 , 1.283E+00 , 1.283E+00 , 1.319E+00 , 8.750E-06 , 1.319E+00 , 8.744E-06 
 1.023E-02 , 2.301E-04 , 2.301E-04 , 2.301E-04 , 1.249E+00 , 1.299E+00 , 2.301E-04 
 1.028E-02 , 1.283E+00 , 1.283E+00 , 1.319E+00 , 8.750E-06 , 1.319E+00 , 8.760E-06 
 1.033E-02 , 2.651E-05 , 2.651E-05 , 2.651E-05 , 1.267E+00 , 1.267E+00 , 1.309E+00 
 1.038E-02 , 1.283E+00 , 1.283E+00 , 1.319E+00 , 8.749E-06 , 8.750E-06 , 1.319E+00 
 1.043E-02 , 2.651E-05 , 2.651E-05 , 2.651E-05 , 1.267E+00 , 1.267E+00 , 1.309E+00 
 1.048E-02 , 1.283E+00 , 1.283E+00 , 1.319E+00 , 8.750E-06 , 1.319E+00 , 8.740E-06 
 1.053E-02 , 2.651E-05 , 2.651E-05 , 2.651E-05 , 1.267E+00 , 1.267E+00 , 1.309E+00 
 1.058E-02 , 1.283E+00 , 1.283E+00 , 1.319E+00 , 8.750E-06 , 1.319E+00 , 8.726E-06 
 1.063E-02 , 1.491E-03 , 1.491E-03 , 1.288E+00 , 1.491E-03 , 1.491E-03 , 1.491E-03 
 1.068E-02 , 1.283E+00 , 1.283E+00 , 1.319E+00 , 8.749E-06 , 8.750E-06 , 1.319E+00 
 1.073E-02 , 2.652E-05 , 2.652E-05 , 2.652E-05 , 1.267E+00 , 1.267E+00 , 1.309E+00 
 1.078E-02 , 1.283E+00 , 1.283E+00 , 1.319E+00 , 8.749E-06 , 8.751E-06 , 1.319E+00 
 1.083E-02 , 1.492E-03 , 1.492E-03 , 1.288E+00 , 1.492E-03 , 1.492E-03 , 1.492E-03 
 1.088E-02 , 1.267E+00 , 1.267E+00 , 1.309E+00 , 2.653E-05 , 2.653E-05 , 2.645E-05 
 1.093E-02 , 1.970E-04 , 1.970E-04 , 1.299E+00 , 1.970E-04 , 1.970E-04 , 1.299E+00 
