#format table ## [Custom WaveView] saved 03:05:28 Mon Jan 15 2024
TIME ,x_ssad.v(b5) ,x_ssad.v(b4) ,x_ssad.v(b3) ,x_ssad.v(b2) ,x_ssad.v(b1) ,x_ssad.v(b0) 
 1.080E-03 , 1.257E+00 , 1.257E+00 , 1.257E+00 , 1.305E+00 , 1.323E-04 , 1.305E+00 
 1.130E-03 , 9.649E-03 , 9.649E-03 , 9.649E-03 , 1.277E+00 , 9.649E-03 , 1.277E+00 
 1.180E-03 , 1.238E+00 , 1.238E+00 , 1.238E+00 , 1.294E+00 , 9.351E-04 , 9.350E-04 
 1.230E-03 , 2.153E-02 , 2.153E-02 , 2.153E-02 , 1.269E+00 , 2.153E-02 , 2.153E-02 
 1.280E-03 , 1.257E+00 , 1.257E+00 , 1.257E+00 , 1.305E+00 , 1.324E-04 , 1.305E+00 
 1.330E-03 , 2.153E-02 , 2.153E-02 , 2.153E-02 , 1.269E+00 , 2.153E-02 , 2.153E-02 
 1.380E-03 , 1.238E+00 , 1.238E+00 , 1.238E+00 , 1.294E+00 , 9.354E-04 , 9.354E-04 
 1.430E-03 , 2.153E-02 , 2.153E-02 , 2.153E-02 , 1.269E+00 , 2.153E-02 , 2.153E-02 
 1.480E-03 , 1.257E+00 , 1.257E+00 , 1.257E+00 , 1.305E+00 , 1.324E-04 , 1.305E+00 
 1.530E-03 , 2.153E-02 , 2.153E-02 , 2.153E-02 , 1.269E+00 , 2.153E-02 , 2.153E-02 
 1.580E-03 , 1.256E+00 , 1.256E+00 , 1.256E+00 , 1.256E+00 , 1.304E+00 , 1.523E-04 
 1.630E-03 , 2.153E-02 , 2.153E-02 , 2.153E-02 , 1.269E+00 , 2.153E-02 , 2.153E-02 
 1.680E-03 , 1.257E+00 , 1.257E+00 , 1.257E+00 , 1.305E+00 , 1.324E-04 , 1.305E+00 
 1.730E-03 , 1.047E-02 , 1.047E-02 , 1.047E-02 , 1.047E-02 , 1.208E+00 , 1.277E+00 
 1.780E-03 , 1.256E+00 , 1.256E+00 , 1.256E+00 , 1.256E+00 , 1.304E+00 , 1.524E-04 
 1.830E-03 , 1.047E-02 , 1.047E-02 , 1.047E-02 , 1.047E-02 , 1.208E+00 , 1.277E+00 
 1.880E-03 , 1.257E+00 , 1.257E+00 , 1.257E+00 , 1.305E+00 , 1.325E-04 , 1.305E+00 
 1.930E-03 , 2.153E-02 , 2.153E-02 , 2.153E-02 , 1.269E+00 , 2.153E-02 , 2.153E-02 
 1.980E-03 , 1.256E+00 , 1.256E+00 , 1.256E+00 , 1.256E+00 , 1.304E+00 , 1.524E-04 
 2.030E-03 , 1.047E-02 , 1.047E-02 , 1.047E-02 , 1.047E-02 , 1.208E+00 , 1.277E+00 
 2.080E-03 , 1.255E+00 , 1.255E+00 , 1.255E+00 , 1.255E+00 , 1.304E+00 , 1.524E-04 
 2.130E-03 , 1.047E-02 , 1.047E-02 , 1.047E-02 , 1.047E-02 , 1.208E+00 , 1.277E+00 
 2.180E-03 , 1.255E+00 , 1.255E+00 , 1.255E+00 , 1.255E+00 , 1.304E+00 , 1.524E-04 
 2.230E-03 , 2.154E-02 , 2.154E-02 , 2.154E-02 , 2.154E-02 , 1.269E+00 , 2.154E-02 
 2.280E-03 , 1.255E+00 , 1.255E+00 , 1.255E+00 , 1.255E+00 , 1.304E+00 , 1.525E-04 
 2.330E-03 , 1.047E-02 , 1.047E-02 , 1.047E-02 , 1.047E-02 , 1.208E+00 , 1.277E+00 
 2.380E-03 , 1.255E+00 , 1.255E+00 , 1.255E+00 , 1.255E+00 , 1.304E+00 , 1.525E-04 
 2.430E-03 , 1.047E-02 , 1.047E-02 , 1.047E-02 , 1.047E-02 , 1.208E+00 , 1.277E+00 
 2.480E-03 , 1.273E+00 , 1.273E+00 , 1.273E+00 , 1.273E+00 , 1.273E+00 , 1.314E+00 
 2.530E-03 , 2.154E-02 , 2.154E-02 , 2.154E-02 , 2.154E-02 , 1.269E+00 , 2.154E-02 
 2.580E-03 , 1.273E+00 , 1.273E+00 , 1.273E+00 , 1.273E+00 , 1.273E+00 , 1.314E+00 
 2.630E-03 , 1.047E-02 , 1.047E-02 , 1.047E-02 , 1.047E-02 , 1.208E+00 , 1.277E+00 
 2.680E-03 , 1.255E+00 , 1.255E+00 , 1.255E+00 , 1.255E+00 , 1.304E+00 , 1.525E-04 
 2.730E-03 , 2.154E-02 , 2.154E-02 , 2.154E-02 , 2.154E-02 , 1.269E+00 , 2.154E-02 
 2.780E-03 , 1.273E+00 , 1.273E+00 , 1.273E+00 , 1.273E+00 , 1.273E+00 , 1.314E+00 
 2.830E-03 , 2.154E-02 , 2.154E-02 , 2.154E-02 , 2.154E-02 , 1.269E+00 , 2.154E-02 
 2.880E-03 , 1.255E+00 , 1.255E+00 , 1.255E+00 , 1.255E+00 , 1.304E+00 , 1.525E-04 
 2.930E-03 , 2.154E-02 , 2.154E-02 , 2.154E-02 , 2.154E-02 , 1.269E+00 , 2.154E-02 
 2.980E-03 , 1.273E+00 , 1.273E+00 , 1.273E+00 , 1.273E+00 , 1.273E+00 , 1.314E+00 
 3.030E-03 , 2.154E-02 , 2.154E-02 , 2.154E-02 , 2.154E-02 , 1.269E+00 , 2.154E-02 
 3.080E-03 , 1.273E+00 , 1.273E+00 , 1.273E+00 , 1.273E+00 , 1.273E+00 , 1.314E+00 
 3.130E-03 , 2.154E-02 , 2.154E-02 , 2.154E-02 , 2.154E-02 , 1.269E+00 , 2.154E-02 
 3.180E-03 , 1.255E+00 , 1.255E+00 , 1.255E+00 , 1.255E+00 , 1.304E+00 , 1.526E-04 
 3.230E-03 , 2.154E-02 , 2.154E-02 , 2.154E-02 , 2.154E-02 , 2.154E-02 , 1.269E+00 
 3.280E-03 , 1.273E+00 , 1.273E+00 , 1.273E+00 , 1.273E+00 , 1.273E+00 , 1.314E+00 
 3.330E-03 , 2.154E-02 , 2.154E-02 , 2.154E-02 , 2.154E-02 , 1.269E+00 , 2.154E-02 
 3.380E-03 , 1.255E+00 , 1.255E+00 , 1.255E+00 , 1.255E+00 , 1.304E+00 , 1.526E-04 
 3.430E-03 , 2.154E-02 , 2.154E-02 , 2.154E-02 , 2.154E-02 , 1.269E+00 , 2.154E-02 
 3.480E-03 , 1.273E+00 , 1.273E+00 , 1.273E+00 , 1.273E+00 , 1.273E+00 , 1.314E+00 
 3.530E-03 , 2.154E-02 , 2.154E-02 , 2.154E-02 , 2.154E-02 , 2.154E-02 , 1.269E+00 
 3.580E-03 , 1.273E+00 , 1.273E+00 , 1.273E+00 , 1.273E+00 , 1.273E+00 , 1.314E+00 
 3.630E-03 , 2.154E-02 , 2.154E-02 , 2.154E-02 , 2.154E-02 , 1.269E+00 , 2.154E-02 
 3.680E-03 , 1.255E+00 , 1.255E+00 , 1.255E+00 , 1.255E+00 , 1.304E+00 , 1.526E-04 
 3.730E-03 , 2.155E-02 , 2.155E-02 , 2.155E-02 , 2.155E-02 , 2.155E-02 , 1.269E+00 
 3.780E-03 , 1.273E+00 , 1.273E+00 , 1.273E+00 , 1.273E+00 , 1.273E+00 , 1.314E+00 
 3.830E-03 , 2.155E-02 , 2.155E-02 , 2.155E-02 , 2.155E-02 , 2.155E-02 , 1.269E+00 
 3.880E-03 , 1.255E+00 , 1.255E+00 , 1.255E+00 , 1.255E+00 , 1.304E+00 , 1.527E-04 
 3.930E-03 , 2.155E-02 , 2.155E-02 , 2.155E-02 , 2.155E-02 , 1.269E+00 , 2.155E-02 
 3.980E-03 , 1.273E+00 , 1.273E+00 , 1.273E+00 , 1.273E+00 , 1.273E+00 , 1.314E+00 
 4.030E-03 , 2.155E-02 , 2.155E-02 , 2.155E-02 , 2.155E-02 , 2.155E-02 , 1.269E+00 
 4.080E-03 , 1.273E+00 , 1.273E+00 , 1.273E+00 , 1.273E+00 , 1.273E+00 , 1.314E+00 
 4.130E-03 , 2.155E-02 , 2.155E-02 , 2.155E-02 , 2.155E-02 , 2.155E-02 , 1.269E+00 
 4.180E-03 , 1.255E+00 , 1.255E+00 , 1.255E+00 , 1.255E+00 , 1.304E+00 , 1.527E-04 
 4.230E-03 , 2.155E-02 , 2.155E-02 , 2.155E-02 , 2.155E-02 , 2.155E-02 , 1.269E+00 
 4.280E-03 , 1.273E+00 , 1.273E+00 , 1.273E+00 , 1.273E+00 , 1.273E+00 , 1.314E+00 
 4.330E-03 , 2.155E-02 , 2.155E-02 , 2.155E-02 , 2.155E-02 , 2.155E-02 , 1.269E+00 
 4.380E-03 , 1.255E+00 , 1.255E+00 , 1.255E+00 , 1.255E+00 , 1.304E+00 , 1.528E-04 
 4.430E-03 , 2.155E-02 , 2.155E-02 , 2.155E-02 , 2.155E-02 , 2.155E-02 , 1.269E+00 
 4.480E-03 , 1.273E+00 , 1.273E+00 , 1.273E+00 , 1.273E+00 , 1.273E+00 , 1.314E+00 
 4.530E-03 , 2.155E-02 , 2.155E-02 , 2.155E-02 , 2.155E-02 , 2.155E-02 , 1.269E+00 
 4.580E-03 , 1.273E+00 , 1.273E+00 , 1.273E+00 , 1.273E+00 , 1.273E+00 , 1.314E+00 
 4.630E-03 , 2.155E-02 , 2.155E-02 , 2.155E-02 , 2.155E-02 , 2.155E-02 , 1.269E+00 
 4.680E-03 , 1.255E+00 , 1.255E+00 , 1.255E+00 , 1.255E+00 , 1.304E+00 , 1.528E-04 
 4.730E-03 , 2.155E-02 , 2.155E-02 , 2.155E-02 , 2.155E-02 , 2.155E-02 , 1.269E+00 
 4.780E-03 , 1.273E+00 , 1.273E+00 , 1.273E+00 , 1.273E+00 , 1.273E+00 , 1.314E+00 
 4.830E-03 , 2.155E-02 , 2.155E-02 , 2.155E-02 , 2.155E-02 , 2.155E-02 , 1.269E+00 
 4.880E-03 , 1.255E+00 , 1.255E+00 , 1.255E+00 , 1.255E+00 , 1.304E+00 , 1.528E-04 
 4.930E-03 , 2.155E-02 , 2.155E-02 , 2.155E-02 , 2.155E-02 , 2.155E-02 , 1.269E+00 
 4.980E-03 , 1.273E+00 , 1.273E+00 , 1.273E+00 , 1.273E+00 , 1.273E+00 , 1.314E+00 
 5.030E-03 , 2.155E-02 , 2.155E-02 , 2.155E-02 , 2.155E-02 , 2.155E-02 , 1.269E+00 
 5.080E-03 , 1.273E+00 , 1.273E+00 , 1.273E+00 , 1.273E+00 , 1.273E+00 , 1.314E+00 
 5.130E-03 , 2.155E-02 , 2.155E-02 , 2.155E-02 , 2.155E-02 , 2.155E-02 , 1.269E+00 
 5.180E-03 , 1.255E+00 , 1.255E+00 , 1.255E+00 , 1.255E+00 , 1.304E+00 , 1.529E-04 
 5.230E-03 , 3.917E-02 , 3.917E-02 , 3.917E-02 , 3.917E-02 , 3.917E-02 , 3.917E-02 
 5.280E-03 , 1.273E+00 , 1.273E+00 , 1.273E+00 , 1.273E+00 , 1.273E+00 , 1.314E+00 
 5.330E-03 , 2.156E-02 , 2.156E-02 , 2.156E-02 , 2.156E-02 , 2.156E-02 , 1.269E+00 
 5.380E-03 , 1.255E+00 , 1.255E+00 , 1.255E+00 , 1.255E+00 , 1.304E+00 , 1.529E-04 
 5.430E-03 , 2.156E-02 , 2.156E-02 , 2.156E-02 , 2.156E-02 , 2.156E-02 , 1.269E+00 
 5.480E-03 , 1.273E+00 , 1.273E+00 , 1.273E+00 , 1.273E+00 , 1.273E+00 , 1.314E+00 
 5.530E-03 , 2.156E-02 , 2.156E-02 , 2.156E-02 , 2.156E-02 , 2.156E-02 , 1.269E+00 
 5.580E-03 , 1.273E+00 , 1.273E+00 , 1.273E+00 , 1.273E+00 , 1.273E+00 , 1.314E+00 
 5.630E-03 , 2.156E-02 , 2.156E-02 , 2.156E-02 , 2.156E-02 , 2.156E-02 , 1.269E+00 
 5.680E-03 , 1.255E+00 , 1.255E+00 , 1.255E+00 , 1.255E+00 , 1.304E+00 , 1.530E-04 
 5.730E-03 , 2.156E-02 , 2.156E-02 , 2.156E-02 , 2.156E-02 , 2.156E-02 , 1.269E+00 
 5.780E-03 , 1.273E+00 , 1.273E+00 , 1.273E+00 , 1.273E+00 , 1.273E+00 , 1.314E+00 
 5.830E-03 , 2.156E-02 , 2.156E-02 , 2.156E-02 , 2.156E-02 , 2.156E-02 , 1.269E+00 
 5.880E-03 , 1.255E+00 , 1.255E+00 , 1.255E+00 , 1.255E+00 , 1.304E+00 , 1.530E-04 
 5.930E-03 , 2.156E-02 , 2.156E-02 , 2.156E-02 , 2.156E-02 , 2.156E-02 , 1.269E+00 
 5.980E-03 , 1.273E+00 , 1.273E+00 , 1.273E+00 , 1.273E+00 , 1.273E+00 , 1.314E+00 
 6.030E-03 , 2.156E-02 , 2.156E-02 , 2.156E-02 , 2.156E-02 , 2.156E-02 , 1.269E+00 
 6.080E-03 , 1.273E+00 , 1.273E+00 , 1.273E+00 , 1.273E+00 , 1.273E+00 , 1.314E+00 
 6.130E-03 , 2.156E-02 , 2.156E-02 , 2.156E-02 , 2.156E-02 , 2.156E-02 , 1.269E+00 
 6.180E-03 , 1.255E+00 , 1.255E+00 , 1.255E+00 , 1.255E+00 , 1.304E+00 , 1.530E-04 
 6.230E-03 , 2.156E-02 , 2.156E-02 , 2.156E-02 , 2.156E-02 , 2.156E-02 , 1.269E+00 
 6.280E-03 , 1.273E+00 , 1.273E+00 , 1.273E+00 , 1.273E+00 , 1.273E+00 , 1.314E+00 
 6.330E-03 , 2.156E-02 , 2.156E-02 , 2.156E-02 , 2.156E-02 , 2.156E-02 , 1.269E+00 
 6.380E-03 , 1.255E+00 , 1.255E+00 , 1.255E+00 , 1.255E+00 , 1.304E+00 , 1.531E-04 
 6.430E-03 , 2.156E-02 , 2.156E-02 , 2.156E-02 , 2.156E-02 , 1.269E+00 , 2.156E-02 
 6.480E-03 , 1.273E+00 , 1.273E+00 , 1.273E+00 , 1.273E+00 , 1.273E+00 , 1.314E+00 
 6.530E-03 , 2.156E-02 , 2.156E-02 , 2.156E-02 , 2.156E-02 , 2.156E-02 , 1.269E+00 
 6.580E-03 , 1.273E+00 , 1.273E+00 , 1.273E+00 , 1.273E+00 , 1.273E+00 , 1.314E+00 
 6.630E-03 , 2.156E-02 , 2.156E-02 , 2.156E-02 , 2.156E-02 , 1.269E+00 , 2.156E-02 
 6.680E-03 , 1.255E+00 , 1.255E+00 , 1.255E+00 , 1.255E+00 , 1.304E+00 , 1.531E-04 
 6.730E-03 , 2.156E-02 , 2.156E-02 , 2.156E-02 , 2.156E-02 , 2.156E-02 , 1.269E+00 
 6.780E-03 , 1.273E+00 , 1.273E+00 , 1.273E+00 , 1.273E+00 , 1.273E+00 , 1.314E+00 
 6.830E-03 , 2.156E-02 , 2.156E-02 , 2.156E-02 , 2.156E-02 , 1.269E+00 , 2.156E-02 
 6.880E-03 , 1.255E+00 , 1.255E+00 , 1.255E+00 , 1.255E+00 , 1.304E+00 , 1.532E-04 
 6.930E-03 , 2.157E-02 , 2.157E-02 , 2.157E-02 , 2.157E-02 , 1.269E+00 , 2.157E-02 
 6.980E-03 , 1.273E+00 , 1.273E+00 , 1.273E+00 , 1.273E+00 , 1.273E+00 , 1.314E+00 
 7.030E-03 , 2.157E-02 , 2.157E-02 , 2.157E-02 , 2.157E-02 , 2.157E-02 , 1.269E+00 
 7.080E-03 , 1.273E+00 , 1.273E+00 , 1.273E+00 , 1.273E+00 , 1.273E+00 , 1.314E+00 
 7.130E-03 , 2.157E-02 , 2.157E-02 , 2.157E-02 , 2.157E-02 , 1.269E+00 , 2.157E-02 
 7.180E-03 , 1.255E+00 , 1.255E+00 , 1.255E+00 , 1.255E+00 , 1.304E+00 , 1.532E-04 
 7.230E-03 , 2.157E-02 , 2.157E-02 , 2.157E-02 , 2.157E-02 , 2.157E-02 , 1.269E+00 
 7.280E-03 , 1.273E+00 , 1.273E+00 , 1.273E+00 , 1.273E+00 , 1.273E+00 , 1.314E+00 
 7.330E-03 , 2.157E-02 , 2.157E-02 , 2.157E-02 , 2.157E-02 , 1.269E+00 , 2.157E-02 
 7.380E-03 , 1.255E+00 , 1.255E+00 , 1.255E+00 , 1.255E+00 , 1.304E+00 , 1.532E-04 
 7.430E-03 , 2.157E-02 , 2.157E-02 , 2.157E-02 , 2.157E-02 , 1.269E+00 , 2.157E-02 
 7.480E-03 , 1.273E+00 , 1.273E+00 , 1.273E+00 , 1.273E+00 , 1.273E+00 , 1.314E+00 
 7.530E-03 , 2.157E-02 , 2.157E-02 , 2.157E-02 , 2.157E-02 , 1.269E+00 , 2.157E-02 
 7.580E-03 , 1.273E+00 , 1.273E+00 , 1.273E+00 , 1.273E+00 , 1.273E+00 , 1.314E+00 
 7.630E-03 , 2.157E-02 , 2.157E-02 , 2.157E-02 , 2.157E-02 , 1.269E+00 , 2.157E-02 
 7.680E-03 , 1.255E+00 , 1.255E+00 , 1.255E+00 , 1.255E+00 , 1.304E+00 , 1.534E-04 
 7.730E-03 , 2.157E-02 , 2.157E-02 , 2.157E-02 , 2.157E-02 , 1.269E+00 , 2.157E-02 
 7.780E-03 , 1.273E+00 , 1.273E+00 , 1.273E+00 , 1.273E+00 , 1.273E+00 , 1.314E+00 
 7.830E-03 , 2.157E-02 , 2.157E-02 , 2.157E-02 , 2.157E-02 , 1.269E+00 , 2.157E-02 
 7.880E-03 , 1.255E+00 , 1.255E+00 , 1.255E+00 , 1.255E+00 , 1.304E+00 , 1.533E-04 
 7.930E-03 , 1.049E-02 , 1.049E-02 , 1.049E-02 , 1.049E-02 , 1.208E+00 , 1.277E+00 
 7.980E-03 , 1.255E+00 , 1.255E+00 , 1.255E+00 , 1.255E+00 , 1.304E+00 , 1.533E-04 
 8.030E-03 , 1.049E-02 , 1.049E-02 , 1.049E-02 , 1.049E-02 , 1.208E+00 , 1.277E+00 
 8.080E-03 , 1.273E+00 , 1.273E+00 , 1.273E+00 , 1.273E+00 , 1.273E+00 , 1.314E+00 
 8.130E-03 , 1.049E-02 , 1.049E-02 , 1.049E-02 , 1.049E-02 , 1.208E+00 , 1.277E+00 
 8.180E-03 , 1.255E+00 , 1.255E+00 , 1.255E+00 , 1.255E+00 , 1.304E+00 , 1.533E-04 
 8.230E-03 , 1.049E-02 , 1.049E-02 , 1.049E-02 , 1.049E-02 , 1.208E+00 , 1.277E+00 
 8.280E-03 , 1.255E+00 , 1.255E+00 , 1.255E+00 , 1.255E+00 , 1.304E+00 , 1.534E-04 
 8.330E-03 , 1.049E-02 , 1.049E-02 , 1.049E-02 , 1.049E-02 , 1.208E+00 , 1.277E+00 
 8.380E-03 , 1.257E+00 , 1.257E+00 , 1.257E+00 , 1.305E+00 , 1.333E-04 , 1.305E+00 
 8.430E-03 , 2.157E-02 , 2.157E-02 , 2.157E-02 , 1.269E+00 , 2.157E-02 , 2.157E-02 
 8.480E-03 , 1.255E+00 , 1.255E+00 , 1.255E+00 , 1.255E+00 , 1.304E+00 , 1.534E-04 
 8.530E-03 , 1.050E-02 , 1.050E-02 , 1.050E-02 , 1.050E-02 , 1.208E+00 , 1.277E+00 
 8.580E-03 , 1.255E+00 , 1.255E+00 , 1.255E+00 , 1.255E+00 , 1.304E+00 , 1.534E-04 
 8.630E-03 , 2.158E-02 , 2.158E-02 , 2.158E-02 , 1.269E+00 , 2.158E-02 , 2.158E-02 
 8.680E-03 , 1.257E+00 , 1.257E+00 , 1.257E+00 , 1.305E+00 , 1.334E-04 , 1.305E+00 
 8.730E-03 , 1.050E-02 , 1.050E-02 , 1.050E-02 , 1.050E-02 , 1.208E+00 , 1.277E+00 
 8.780E-03 , 1.257E+00 , 1.257E+00 , 1.257E+00 , 1.305E+00 , 1.334E-04 , 1.305E+00 
 8.830E-03 , 2.158E-02 , 2.158E-02 , 2.158E-02 , 1.269E+00 , 2.158E-02 , 2.158E-02 
 8.880E-03 , 1.257E+00 , 1.257E+00 , 1.257E+00 , 1.305E+00 , 1.334E-04 , 1.305E+00 
 8.930E-03 , 2.158E-02 , 2.158E-02 , 2.158E-02 , 1.269E+00 , 2.158E-02 , 2.158E-02 
 8.980E-03 , 1.257E+00 , 1.257E+00 , 1.257E+00 , 1.305E+00 , 1.334E-04 , 1.305E+00 
 9.030E-03 , 2.158E-02 , 2.158E-02 , 2.158E-02 , 1.269E+00 , 2.158E-02 , 2.158E-02 
 9.080E-03 , 1.257E+00 , 1.257E+00 , 1.257E+00 , 1.305E+00 , 1.334E-04 , 1.305E+00 
 9.130E-03 , 9.681E-03 , 9.681E-03 , 9.681E-03 , 1.277E+00 , 9.681E-03 , 1.277E+00 
 9.180E-03 , 1.238E+00 , 1.238E+00 , 1.238E+00 , 1.294E+00 , 9.415E-04 , 9.414E-04 
 9.230E-03 , 2.158E-02 , 2.158E-02 , 2.158E-02 , 1.269E+00 , 2.158E-02 , 2.158E-02 
 9.280E-03 , 1.238E+00 , 1.238E+00 , 1.238E+00 , 1.294E+00 , 9.415E-04 , 9.416E-04 
 9.330E-03 , 9.682E-03 , 9.682E-03 , 9.682E-03 , 1.277E+00 , 9.682E-03 , 1.277E+00 
 9.380E-03 , 1.238E+00 , 1.238E+00 , 1.238E+00 , 1.294E+00 , 9.416E-04 , 9.416E-04 
 9.430E-03 , 9.682E-03 , 9.682E-03 , 9.682E-03 , 1.277E+00 , 9.682E-03 , 1.277E+00 
 9.480E-03 , 1.238E+00 , 1.238E+00 , 1.238E+00 , 1.294E+00 , 9.418E-04 , 9.417E-04 
 9.530E-03 , 9.683E-03 , 9.683E-03 , 9.683E-03 , 1.277E+00 , 9.683E-03 , 1.277E+00 
 9.580E-03 , 1.238E+00 , 1.238E+00 , 1.238E+00 , 1.294E+00 , 9.418E-04 , 9.418E-04 
 9.630E-03 , 9.683E-03 , 9.683E-03 , 9.683E-03 , 1.277E+00 , 9.683E-03 , 1.277E+00 
 9.680E-03 , 1.257E+00 , 1.257E+00 , 1.305E+00 , 1.335E-04 , 1.257E+00 , 1.305E+00 
 9.730E-03 , 9.684E-03 , 9.684E-03 , 9.684E-03 , 1.277E+00 , 9.684E-03 , 1.277E+00 
 9.780E-03 , 1.257E+00 , 1.257E+00 , 1.305E+00 , 1.335E-04 , 1.257E+00 , 1.305E+00 
 9.830E-03 , 1.050E-02 , 1.050E-02 , 1.050E-02 , 1.208E+00 , 1.277E+00 , 1.050E-02 
 9.880E-03 , 1.257E+00 , 1.257E+00 , 1.305E+00 , 1.336E-04 , 1.257E+00 , 1.305E+00 
 9.930E-03 , 1.050E-02 , 1.050E-02 , 1.050E-02 , 1.208E+00 , 1.277E+00 , 1.050E-02 
 9.980E-03 , 1.257E+00 , 1.257E+00 , 1.305E+00 , 1.336E-04 , 1.257E+00 , 1.305E+00 
 1.003E-02 , 1.050E-02 , 1.050E-02 , 1.050E-02 , 1.208E+00 , 1.277E+00 , 1.050E-02 
 1.008E-02 , 1.257E+00 , 1.257E+00 , 1.305E+00 , 1.336E-04 , 1.257E+00 , 1.305E+00 
 1.013E-02 , 1.050E-02 , 1.050E-02 , 1.050E-02 , 1.208E+00 , 1.277E+00 , 1.050E-02 
 1.018E-02 , 1.240E+00 , 1.240E+00 , 1.295E+00 , 8.248E-04 , 1.295E+00 , 8.248E-04 
 1.023E-02 , 1.050E-02 , 1.050E-02 , 1.050E-02 , 1.208E+00 , 1.277E+00 , 1.050E-02 
 1.028E-02 , 1.240E+00 , 1.240E+00 , 1.295E+00 , 8.249E-04 , 1.295E+00 , 8.249E-04 
 1.033E-02 , 3.868E-03 , 3.868E-03 , 3.868E-03 , 1.222E+00 , 1.222E+00 , 1.285E+00 
 1.038E-02 , 1.240E+00 , 1.240E+00 , 1.295E+00 , 8.250E-04 , 8.250E-04 , 1.295E+00 
 1.043E-02 , 3.868E-03 , 3.868E-03 , 3.868E-03 , 1.222E+00 , 1.222E+00 , 1.285E+00 
 1.048E-02 , 1.240E+00 , 1.240E+00 , 1.295E+00 , 8.250E-04 , 1.295E+00 , 8.249E-04 
 1.053E-02 , 3.868E-03 , 3.868E-03 , 3.868E-03 , 1.222E+00 , 1.222E+00 , 1.285E+00 
 1.058E-02 , 1.240E+00 , 1.240E+00 , 1.295E+00 , 8.251E-04 , 1.295E+00 , 8.250E-04 
 1.063E-02 , 2.159E-02 , 2.159E-02 , 1.269E+00 , 2.159E-02 , 2.159E-02 , 2.159E-02 
 1.068E-02 , 1.240E+00 , 1.240E+00 , 1.295E+00 , 8.252E-04 , 8.252E-04 , 1.295E+00 
 1.073E-02 , 3.869E-03 , 3.869E-03 , 3.869E-03 , 1.222E+00 , 1.222E+00 , 1.285E+00 
 1.078E-02 , 1.240E+00 , 1.240E+00 , 1.295E+00 , 8.253E-04 , 8.253E-04 , 1.295E+00 
 1.083E-02 , 2.159E-02 , 2.159E-02 , 1.269E+00 , 2.159E-02 , 2.159E-02 , 2.159E-02 
 1.088E-02 , 1.222E+00 , 1.222E+00 , 1.285E+00 , 3.870E-03 , 3.870E-03 , 3.870E-03 
 1.093E-02 , 9.689E-03 , 9.689E-03 , 1.277E+00 , 9.689E-03 , 9.689E-03 , 1.277E+00 
