#format table ## [Custom WaveView] saved 05:23:05 Mon Jan 15 2024
TIME ,x_ssad.v(b5) ,x_ssad.v(b4) ,x_ssad.v(b3) ,x_ssad.v(b2) ,x_ssad.v(b1) ,x_ssad.v(b0) 
 1.053E-02 , 2.968E-04 , 2.968E-04 , 2.968E-04 , 1.248E+00 , 1.248E+00 , 1.299E+00 
 1.058E-02 , 1.267E+00 , 1.267E+00 , 1.310E+00 , 3.248E-05 , 1.310E+00 , 3.238E-05 
 1.063E-02 , 6.174E-03 , 6.174E-03 , 1.280E+00 , 6.174E-03 , 6.174E-03 , 6.174E-03 
 1.068E-02 , 1.267E+00 , 1.267E+00 , 1.310E+00 , 3.249E-05 , 3.249E-05 , 1.310E+00 
 1.073E-02 , 2.969E-04 , 2.969E-04 , 2.969E-04 , 1.248E+00 , 1.248E+00 , 1.299E+00 
 1.078E-02 , 1.267E+00 , 1.267E+00 , 1.310E+00 , 3.249E-05 , 3.249E-05 , 1.310E+00 
 1.083E-02 , 6.174E-03 , 6.174E-03 , 1.280E+00 , 6.174E-03 , 6.174E-03 , 6.174E-03 
 1.088E-02 , 1.248E+00 , 1.248E+00 , 1.299E+00 , 2.969E-04 , 2.969E-04 , 2.969E-04 
 1.093E-02 , 1.508E-03 , 1.508E-03 , 1.290E+00 , 1.508E-03 , 1.508E-03 , 1.290E+00 
 1.098E-02 , 1.248E+00 , 1.248E+00 , 1.299E+00 , 2.969E-04 , 2.969E-04 , 2.969E-04 
 1.103E-02 , 6.175E-03 , 6.175E-03 , 1.280E+00 , 6.175E-03 , 6.175E-03 , 6.175E-03 
 1.108E-02 , 1.248E+00 , 1.248E+00 , 1.299E+00 , 2.970E-04 , 2.970E-04 , 2.970E-04 
 1.113E-02 , 1.508E-03 , 1.508E-03 , 1.290E+00 , 1.508E-03 , 1.508E-03 , 1.290E+00 
 1.118E-02 , 1.248E+00 , 1.248E+00 , 1.299E+00 , 2.970E-04 , 2.970E-04 , 2.970E-04 
 1.123E-02 , 1.508E-03 , 1.508E-03 , 1.290E+00 , 1.508E-03 , 1.508E-03 , 1.290E+00 
 1.128E-02 , 1.248E+00 , 1.248E+00 , 1.299E+00 , 2.970E-04 , 2.970E-04 , 2.970E-04 
 1.133E-02 , 1.508E-03 , 1.508E-03 , 1.290E+00 , 1.508E-03 , 1.508E-03 , 1.290E+00 
 1.138E-02 , 1.284E+00 , 1.320E+00 , 8.881E-06 , 1.284E+00 , 1.284E+00 , 1.320E+00 
 1.143E-02 , 1.508E-03 , 1.508E-03 , 1.290E+00 , 1.508E-03 , 1.290E+00 , 1.508E-03 
 1.148E-02 , 1.284E+00 , 1.320E+00 , 8.880E-06 , 1.284E+00 , 1.284E+00 , 1.320E+00 
 1.153E-02 , 1.509E-03 , 1.509E-03 , 1.290E+00 , 1.509E-03 , 1.290E+00 , 1.509E-03 
 1.158E-02 , 1.284E+00 , 1.320E+00 , 8.881E-06 , 1.284E+00 , 1.284E+00 , 1.320E+00 
 1.163E-02 , 1.509E-03 , 1.509E-03 , 1.290E+00 , 1.509E-03 , 1.290E+00 , 1.509E-03 
 1.168E-02 , 1.267E+00 , 1.310E+00 , 3.252E-05 , 1.267E+00 , 1.310E+00 , 3.252E-05 
 1.173E-02 , 1.509E-03 , 1.509E-03 , 1.290E+00 , 1.509E-03 , 1.290E+00 , 1.509E-03 
 1.178E-02 , 1.267E+00 , 1.310E+00 , 3.253E-05 , 1.267E+00 , 1.310E+00 , 3.253E-05 
 1.183E-02 , 2.561E-04 , 2.561E-04 , 1.300E+00 , 2.561E-04 , 1.250E+00 , 1.300E+00 
 1.188E-02 , 1.269E+00 , 1.311E+00 , 2.838E-05 , 1.311E+00 , 2.838E-05 , 1.311E+00 
 1.193E-02 , 2.561E-04 , 2.561E-04 , 1.300E+00 , 2.561E-04 , 1.250E+00 , 1.300E+00 
 1.198E-02 , 1.269E+00 , 1.311E+00 , 2.838E-05 , 1.311E+00 , 2.838E-05 , 1.311E+00 
 1.203E-02 , 2.561E-04 , 2.561E-04 , 1.300E+00 , 2.561E-04 , 1.250E+00 , 1.300E+00 
 1.208E-02 , 1.267E+00 , 1.310E+00 , 3.254E-05 , 1.267E+00 , 1.310E+00 , 3.251E-05 
 1.213E-02 , 1.720E-03 , 1.720E-03 , 1.231E+00 , 1.290E+00 , 1.720E-03 , 1.720E-03 
 1.218E-02 , 1.269E+00 , 1.311E+00 , 2.839E-05 , 1.311E+00 , 2.839E-05 , 1.311E+00 
 1.223E-02 , 2.562E-04 , 2.562E-04 , 1.300E+00 , 2.562E-04 , 1.250E+00 , 1.300E+00 
 1.228E-02 , 1.269E+00 , 1.311E+00 , 2.839E-05 , 1.311E+00 , 2.839E-05 , 1.311E+00 
 1.233E-02 , 1.720E-03 , 1.720E-03 , 1.231E+00 , 1.290E+00 , 1.720E-03 , 1.720E-03 
 1.238E-02 , 1.250E+00 , 1.300E+00 , 2.562E-04 , 1.300E+00 , 2.562E-04 , 2.562E-04 
 1.243E-02 , 2.562E-04 , 2.562E-04 , 1.250E+00 , 1.300E+00 , 2.562E-04 , 1.300E+00 
 1.248E-02 , 1.250E+00 , 1.300E+00 , 2.563E-04 , 1.300E+00 , 2.563E-04 , 2.563E-04 
 1.253E-02 , 1.720E-03 , 1.720E-03 , 1.231E+00 , 1.290E+00 , 1.720E-03 , 1.720E-03 
 1.258E-02 , 1.250E+00 , 1.300E+00 , 2.563E-04 , 1.300E+00 , 2.563E-04 , 2.563E-04 
 1.263E-02 , 2.563E-04 , 2.563E-04 , 1.250E+00 , 1.300E+00 , 2.563E-04 , 1.300E+00 
 1.268E-02 , 1.267E+00 , 1.310E+00 , 3.256E-05 , 3.256E-05 , 1.267E+00 , 1.310E+00 
 1.273E-02 , 2.563E-04 , 2.563E-04 , 1.250E+00 , 1.300E+00 , 2.563E-04 , 1.300E+00 
 1.278E-02 , 1.267E+00 , 1.310E+00 , 3.256E-05 , 3.257E-05 , 1.267E+00 , 1.310E+00 
 1.283E-02 , 2.975E-04 , 2.975E-04 , 1.248E+00 , 1.248E+00 , 1.299E+00 , 2.975E-04 
 1.288E-02 , 1.250E+00 , 1.300E+00 , 2.564E-04 , 2.564E-04 , 1.300E+00 , 2.564E-04 
 1.293E-02 , 2.975E-04 , 2.975E-04 , 1.248E+00 , 1.248E+00 , 1.299E+00 , 2.976E-04 
 1.298E-02 , 1.250E+00 , 1.300E+00 , 2.564E-04 , 2.564E-04 , 1.300E+00 , 2.564E-04 
 1.303E-02 , 2.975E-04 , 2.975E-04 , 1.248E+00 , 1.248E+00 , 1.299E+00 , 2.975E-04 
 1.308E-02 , 1.250E+00 , 1.300E+00 , 2.564E-04 , 2.564E-04 , 1.300E+00 , 2.564E-04 
 1.313E-02 , 3.747E-05 , 3.747E-05 , 1.266E+00 , 1.266E+00 , 1.266E+00 , 1.310E+00 
 1.318E-02 , 1.250E+00 , 1.300E+00 , 2.565E-04 , 2.565E-04 , 1.300E+00 , 2.565E-04 
 1.323E-02 , 2.976E-04 , 2.976E-04 , 1.248E+00 , 1.248E+00 , 1.299E+00 , 2.976E-04 
 1.328E-02 , 1.250E+00 , 1.300E+00 , 2.565E-04 , 2.565E-04 , 1.300E+00 , 2.565E-04 
 1.333E-02 , 3.748E-05 , 3.748E-05 , 1.266E+00 , 1.266E+00 , 1.266E+00 , 1.310E+00 
 1.338E-02 , 1.250E+00 , 1.300E+00 , 2.565E-04 , 2.565E-04 , 2.565E-04 , 1.300E+00 
 1.343E-02 , 6.183E-03 , 1.280E+00 , 6.183E-03 , 6.183E-03 , 6.183E-03 , 6.183E-03 
 1.348E-02 , 1.250E+00 , 1.300E+00 , 2.565E-04 , 2.565E-04 , 2.565E-04 , 1.300E+00 
 1.353E-02 , 6.183E-03 , 1.280E+00 , 6.183E-03 , 6.183E-03 , 6.183E-03 , 6.183E-03 
 1.358E-02 , 1.250E+00 , 1.300E+00 , 2.565E-04 , 2.565E-04 , 2.565E-04 , 1.300E+00 
 1.363E-02 , 6.183E-03 , 1.280E+00 , 6.183E-03 , 6.183E-03 , 6.183E-03 , 6.183E-03 
 1.368E-02 , 1.231E+00 , 1.290E+00 , 1.722E-03 , 1.722E-03 , 1.722E-03 , 1.722E-03 
 1.373E-02 , 6.184E-03 , 1.280E+00 , 6.184E-03 , 6.184E-03 , 6.184E-03 , 6.183E-03 
 1.378E-02 , 1.231E+00 , 1.290E+00 , 1.722E-03 , 1.722E-03 , 1.722E-03 , 1.722E-03 
 1.383E-02 , 1.511E-03 , 1.290E+00 , 1.511E-03 , 1.511E-03 , 1.511E-03 , 1.290E+00 
 1.388E-02 , 1.320E+00 , 8.879E-06 , 1.284E+00 , 1.284E+00 , 1.284E+00 , 1.320E+00 
 1.393E-02 , 1.511E-03 , 1.290E+00 , 1.511E-03 , 1.511E-03 , 1.290E+00 , 1.511E-03 
 1.398E-02 , 1.320E+00 , 8.879E-06 , 1.284E+00 , 1.284E+00 , 1.284E+00 , 1.320E+00 
 1.403E-02 , 1.511E-03 , 1.290E+00 , 1.511E-03 , 1.511E-03 , 1.511E-03 , 1.290E+00 
 1.408E-02 , 1.320E+00 , 8.879E-06 , 1.284E+00 , 1.284E+00 , 1.284E+00 , 1.320E+00 
 1.413E-02 , 1.512E-03 , 1.290E+00 , 1.512E-03 , 1.512E-03 , 1.290E+00 , 1.512E-03 
 1.418E-02 , 1.310E+00 , 3.261E-05 , 1.267E+00 , 1.267E+00 , 1.310E+00 , 3.261E-05 
 1.423E-02 , 1.512E-03 , 1.290E+00 , 1.512E-03 , 1.512E-03 , 1.290E+00 , 1.512E-03 
 1.428E-02 , 1.310E+00 , 3.262E-05 , 1.267E+00 , 1.267E+00 , 1.310E+00 , 3.262E-05 
 1.433E-02 , 2.567E-04 , 1.300E+00 , 2.567E-04 , 2.567E-04 , 1.250E+00 , 1.300E+00 
 1.438E-02 , 1.311E+00 , 2.846E-05 , 1.268E+00 , 1.311E+00 , 2.846E-05 , 1.311E+00 
 1.443E-02 , 2.568E-04 , 1.300E+00 , 2.568E-04 , 2.568E-04 , 1.250E+00 , 1.300E+00 
 1.448E-02 , 1.311E+00 , 2.846E-05 , 1.268E+00 , 1.311E+00 , 2.846E-05 , 1.311E+00 
 1.453E-02 , 2.568E-04 , 1.300E+00 , 2.568E-04 , 2.568E-04 , 1.250E+00 , 1.300E+00 
 1.458E-02 , 1.311E+00 , 2.847E-05 , 1.268E+00 , 1.311E+00 , 2.847E-05 , 1.311E+00 
 1.463E-02 , 1.512E-03 , 1.290E+00 , 1.512E-03 , 1.290E+00 , 1.512E-03 , 1.512E-03 
 1.468E-02 , 1.300E+00 , 2.569E-04 , 1.250E+00 , 1.300E+00 , 2.569E-04 , 2.569E-04 
 1.473E-02 , 1.512E-03 , 1.290E+00 , 1.512E-03 , 1.290E+00 , 1.512E-03 , 1.512E-03 
 1.478E-02 , 1.300E+00 , 2.569E-04 , 1.250E+00 , 1.300E+00 , 2.569E-04 , 2.569E-04 
 1.483E-02 , 1.512E-03 , 1.290E+00 , 1.512E-03 , 1.290E+00 , 1.512E-03 , 1.513E-03 
 1.488E-02 , 1.311E+00 , 2.848E-05 , 1.311E+00 , 2.848E-05 , 1.268E+00 , 1.311E+00 
 1.493E-02 , 2.216E-04 , 1.301E+00 , 2.216E-04 , 1.301E+00 , 2.216E-04 , 1.301E+00 
 1.498E-02 , 1.300E+00 , 2.569E-04 , 1.250E+00 , 1.300E+00 , 2.569E-04 , 2.569E-04 
 1.503E-02 , 2.216E-04 , 1.301E+00 , 2.216E-04 , 1.301E+00 , 2.216E-04 , 1.301E+00 
 1.508E-02 , 1.300E+00 , 2.570E-04 , 1.250E+00 , 1.300E+00 , 2.570E-04 , 2.569E-04 
 1.513E-02 , 2.570E-04 , 1.300E+00 , 2.570E-04 , 1.250E+00 , 1.300E+00 , 2.570E-04 
 1.518E-02 , 1.311E+00 , 2.848E-05 , 1.311E+00 , 2.848E-05 , 1.268E+00 , 1.311E+00 
 1.523E-02 , 2.217E-04 , 1.301E+00 , 2.217E-04 , 1.301E+00 , 2.217E-04 , 1.301E+00 
 1.528E-02 , 1.311E+00 , 2.849E-05 , 1.311E+00 , 2.849E-05 , 1.268E+00 , 1.311E+00 
 1.533E-02 , 2.570E-04 , 1.300E+00 , 2.570E-04 , 1.250E+00 , 1.300E+00 , 2.570E-04 
 1.538E-02 , 1.301E+00 , 2.217E-04 , 1.301E+00 , 2.217E-04 , 1.301E+00 , 2.217E-04 
 1.543E-02 , 3.266E-05 , 1.310E+00 , 3.266E-05 , 1.267E+00 , 1.267E+00 , 1.310E+00 
 1.548E-02 , 1.301E+00 , 2.217E-04 , 1.301E+00 , 2.217E-04 , 1.301E+00 , 2.217E-04 
 1.553E-02 , 3.267E-05 , 1.310E+00 , 3.267E-05 , 1.267E+00 , 1.267E+00 , 1.310E+00 
 1.558E-02 , 1.301E+00 , 2.218E-04 , 1.301E+00 , 2.218E-04 , 1.301E+00 , 2.218E-04 
 1.563E-02 , 1.725E-03 , 1.231E+00 , 1.289E+00 , 1.725E-03 , 1.725E-03 , 1.725E-03 
 1.568E-02 , 1.301E+00 , 2.218E-04 , 1.301E+00 , 2.218E-04 , 2.218E-04 , 1.301E+00 
 1.573E-02 , 3.268E-05 , 1.310E+00 , 3.268E-05 , 1.267E+00 , 1.267E+00 , 1.310E+00 
 1.578E-02 , 1.301E+00 , 2.218E-04 , 1.301E+00 , 2.218E-04 , 2.218E-04 , 1.301E+00 
 1.583E-02 , 1.725E-03 , 1.231E+00 , 1.289E+00 , 1.725E-03 , 1.725E-03 , 1.725E-03 
 1.588E-02 , 1.290E+00 , 1.514E-03 , 1.290E+00 , 1.514E-03 , 1.514E-03 , 1.514E-03 
 1.593E-02 , 2.572E-04 , 1.250E+00 , 1.300E+00 , 2.572E-04 , 2.572E-04 , 1.300E+00 
 1.598E-02 , 1.290E+00 , 1.514E-03 , 1.290E+00 , 1.514E-03 , 1.514E-03 , 1.514E-03 
 1.603E-02 , 2.572E-04 , 1.250E+00 , 1.300E+00 , 2.572E-04 , 2.572E-04 , 1.300E+00 
 1.608E-02 , 1.290E+00 , 1.514E-03 , 1.290E+00 , 1.514E-03 , 1.514E-03 , 1.514E-03 
 1.613E-02 , 2.572E-04 , 1.250E+00 , 1.300E+00 , 2.572E-04 , 2.572E-04 , 1.300E+00 
 1.618E-02 , 1.310E+00 , 3.269E-05 , 3.269E-05 , 1.267E+00 , 1.267E+00 , 1.310E+00 
 1.623E-02 , 2.573E-04 , 1.250E+00 , 1.300E+00 , 2.573E-04 , 2.573E-04 , 1.300E+00 
 1.628E-02 , 1.310E+00 , 3.270E-05 , 3.270E-05 , 1.267E+00 , 1.267E+00 , 1.310E+00 
 1.633E-02 , 2.573E-04 , 1.250E+00 , 1.300E+00 , 2.573E-04 , 1.300E+00 , 2.573E-04 
 1.638E-02 , 1.300E+00 , 2.573E-04 , 2.573E-04 , 1.250E+00 , 1.300E+00 , 2.573E-04 
 1.643E-02 , 3.271E-05 , 1.267E+00 , 1.310E+00 , 3.271E-05 , 1.267E+00 , 1.310E+00 
 1.648E-02 , 1.300E+00 , 2.574E-04 , 2.574E-04 , 1.250E+00 , 1.300E+00 , 2.573E-04 
 1.653E-02 , 3.271E-05 , 1.267E+00 , 1.310E+00 , 3.271E-05 , 1.267E+00 , 1.310E+00 
 1.658E-02 , 1.300E+00 , 2.574E-04 , 2.574E-04 , 1.250E+00 , 1.300E+00 , 2.574E-04 
 1.663E-02 , 3.272E-05 , 1.267E+00 , 1.310E+00 , 3.272E-05 , 1.267E+00 , 1.310E+00 
 1.668E-02 , 1.301E+00 , 2.220E-04 , 2.220E-04 , 1.301E+00 , 2.220E-04 , 1.301E+00 
 1.673E-02 , 3.272E-05 , 1.267E+00 , 1.310E+00 , 3.272E-05 , 1.267E+00 , 1.310E+00 
 1.678E-02 , 1.301E+00 , 2.221E-04 , 2.221E-04 , 1.301E+00 , 2.221E-04 , 1.301E+00 
 1.683E-02 , 2.988E-04 , 1.248E+00 , 1.248E+00 , 1.299E+00 , 2.988E-04 , 2.988E-04 
 1.688E-02 , 1.290E+00 , 1.515E-03 , 1.515E-03 , 1.290E+00 , 1.515E-03 , 1.515E-03 
 1.693E-02 , 3.273E-05 , 1.267E+00 , 1.267E+00 , 1.310E+00 , 3.273E-05 , 1.310E+00 
 1.698E-02 , 1.290E+00 , 1.515E-03 , 1.515E-03 , 1.290E+00 , 1.515E-03 , 1.515E-03 
 1.703E-02 , 2.988E-04 , 1.248E+00 , 1.248E+00 , 1.299E+00 , 2.988E-04 , 2.988E-04 
 1.708E-02 , 1.290E+00 , 1.515E-03 , 1.515E-03 , 1.290E+00 , 1.515E-03 , 1.515E-03 
 1.713E-02 , 3.274E-05 , 1.267E+00 , 1.267E+00 , 1.310E+00 , 3.274E-05 , 1.310E+00 
 1.718E-02 , 1.300E+00 , 2.576E-04 , 2.576E-04 , 2.576E-04 , 1.250E+00 , 1.300E+00 
 1.723E-02 , 3.274E-05 , 1.267E+00 , 1.267E+00 , 1.310E+00 , 3.274E-05 , 1.310E+00 
 1.728E-02 , 1.300E+00 , 2.576E-04 , 2.576E-04 , 2.576E-04 , 1.250E+00 , 1.300E+00 
 1.733E-02 , 3.767E-05 , 1.266E+00 , 1.266E+00 , 1.266E+00 , 1.310E+00 , 3.766E-05 
 1.738E-02 , 1.290E+00 , 1.516E-03 , 1.516E-03 , 1.516E-03 , 1.290E+00 , 1.516E-03 
 1.743E-02 , 8.806E-06 , 1.283E+00 , 1.283E+00 , 1.283E+00 , 1.283E+00 , 1.319E+00 
 1.748E-02 , 1.290E+00 , 1.516E-03 , 1.516E-03 , 1.516E-03 , 1.290E+00 , 1.516E-03 
 1.753E-02 , 3.767E-05 , 1.266E+00 , 1.266E+00 , 1.266E+00 , 1.310E+00 , 3.755E-05 
 1.758E-02 , 1.290E+00 , 1.516E-03 , 1.516E-03 , 1.516E-03 , 1.290E+00 , 1.516E-03 
 1.763E-02 , 8.806E-06 , 1.283E+00 , 1.283E+00 , 1.283E+00 , 1.283E+00 , 1.319E+00 
 1.768E-02 , 1.290E+00 , 1.516E-03 , 1.516E-03 , 1.516E-03 , 1.516E-03 , 1.290E+00 
 1.773E-02 , 8.806E-06 , 1.283E+00 , 1.283E+00 , 1.283E+00 , 1.283E+00 , 1.319E+00 
 1.778E-02 , 1.290E+00 , 1.516E-03 , 1.516E-03 , 1.516E-03 , 1.516E-03 , 1.290E+00 
 1.783E-02 , 1.280E+00 , 6.197E-03 , 6.197E-03 , 6.197E-03 , 6.197E-03 , 6.197E-03 
 1.788E-02 , 1.280E+00 , 6.198E-03 , 6.198E-03 , 6.198E-03 , 6.198E-03 , 6.198E-03 
 1.793E-02 , 1.280E+00 , 6.198E-03 , 6.198E-03 , 6.198E-03 , 6.198E-03 , 6.198E-03 
 1.798E-02 , 1.280E+00 , 6.198E-03 , 6.198E-03 , 6.198E-03 , 6.198E-03 , 6.198E-03 
 1.803E-02 , 1.280E+00 , 6.198E-03 , 6.198E-03 , 6.198E-03 , 6.198E-03 , 6.198E-03 
 1.808E-02 , 1.280E+00 , 6.198E-03 , 6.198E-03 , 6.198E-03 , 6.198E-03 , 6.198E-03 
 1.813E-02 , 1.290E+00 , 1.517E-03 , 1.517E-03 , 1.517E-03 , 1.517E-03 , 1.290E+00 
 1.818E-02 , 8.805E-06 , 1.283E+00 , 1.283E+00 , 1.283E+00 , 1.283E+00 , 1.319E+00 
 1.823E-02 , 1.290E+00 , 1.517E-03 , 1.517E-03 , 1.517E-03 , 1.517E-03 , 1.290E+00 
 1.828E-02 , 8.806E-06 , 1.283E+00 , 1.283E+00 , 1.283E+00 , 1.283E+00 , 1.319E+00 
 1.833E-02 , 1.290E+00 , 1.517E-03 , 1.517E-03 , 1.517E-03 , 1.290E+00 , 1.517E-03 
 1.838E-02 , 3.771E-05 , 1.266E+00 , 1.266E+00 , 1.266E+00 , 1.310E+00 , 3.759E-05 
 1.843E-02 , 1.290E+00 , 1.517E-03 , 1.517E-03 , 1.517E-03 , 1.290E+00 , 1.517E-03 
 1.848E-02 , 3.771E-05 , 1.266E+00 , 1.266E+00 , 1.266E+00 , 1.310E+00 , 3.771E-05 
 1.853E-02 , 1.290E+00 , 1.517E-03 , 1.517E-03 , 1.517E-03 , 1.290E+00 , 1.517E-03 
 1.858E-02 , 3.772E-05 , 1.266E+00 , 1.266E+00 , 1.266E+00 , 1.310E+00 , 3.767E-05 
 1.863E-02 , 1.300E+00 , 2.579E-04 , 2.579E-04 , 2.579E-04 , 1.250E+00 , 1.300E+00 
 1.868E-02 , 3.279E-05 , 1.267E+00 , 1.267E+00 , 1.310E+00 , 3.279E-05 , 1.310E+00 
 1.873E-02 , 1.300E+00 , 2.580E-04 , 2.580E-04 , 2.580E-04 , 1.250E+00 , 1.300E+00 
 1.878E-02 , 3.280E-05 , 1.267E+00 , 1.267E+00 , 1.310E+00 , 3.280E-05 , 1.310E+00 
 1.883E-02 , 1.290E+00 , 1.517E-03 , 1.517E-03 , 1.290E+00 , 1.517E-03 , 1.517E-03 
 1.888E-02 , 2.994E-04 , 1.248E+00 , 1.248E+00 , 1.299E+00 , 2.994E-04 , 2.994E-04 
 1.893E-02 , 1.290E+00 , 1.518E-03 , 1.518E-03 , 1.290E+00 , 1.518E-03 , 1.518E-03 
 1.898E-02 , 2.994E-04 , 1.248E+00 , 1.248E+00 , 1.299E+00 , 2.994E-04 , 2.994E-04 
 1.903E-02 , 1.290E+00 , 1.518E-03 , 1.518E-03 , 1.290E+00 , 1.518E-03 , 1.518E-03 
 1.908E-02 , 2.995E-04 , 1.248E+00 , 1.248E+00 , 1.299E+00 , 2.995E-04 , 2.995E-04 
 1.913E-02 , 1.301E+00 , 2.226E-04 , 2.226E-04 , 1.301E+00 , 2.226E-04 , 1.301E+00 
 1.918E-02 , 3.281E-05 , 1.267E+00 , 1.310E+00 , 3.281E-05 , 1.267E+00 , 1.310E+00 
 1.923E-02 , 1.301E+00 , 2.226E-04 , 2.226E-04 , 1.301E+00 , 2.226E-04 , 1.301E+00 
 1.928E-02 , 3.282E-05 , 1.267E+00 , 1.310E+00 , 3.282E-05 , 1.267E+00 , 1.310E+00 
 1.933E-02 , 1.301E+00 , 2.227E-04 , 2.227E-04 , 1.301E+00 , 2.227E-04 , 1.301E+00 
 1.938E-02 , 2.582E-04 , 1.250E+00 , 1.300E+00 , 2.582E-04 , 1.300E+00 , 2.581E-04 
 1.943E-02 , 1.300E+00 , 2.582E-04 , 2.582E-04 , 1.250E+00 , 1.300E+00 , 2.582E-04 
 1.948E-02 , 3.282E-05 , 1.267E+00 , 1.310E+00 , 3.282E-05 , 1.267E+00 , 1.310E+00 
 1.953E-02 , 1.300E+00 , 2.582E-04 , 2.582E-04 , 1.250E+00 , 1.300E+00 , 2.582E-04 
 1.958E-02 , 3.283E-05 , 1.267E+00 , 1.310E+00 , 3.283E-05 , 1.267E+00 , 1.310E+00 
 1.963E-02 , 1.310E+00 , 3.283E-05 , 3.283E-05 , 1.267E+00 , 1.267E+00 , 1.310E+00 
 1.968E-02 , 2.582E-04 , 1.250E+00 , 1.300E+00 , 2.582E-04 , 1.300E+00 , 2.582E-04 
 1.973E-02 , 1.310E+00 , 3.283E-05 , 3.283E-05 , 1.267E+00 , 1.267E+00 , 1.310E+00 
 1.978E-02 , 2.583E-04 , 1.250E+00 , 1.300E+00 , 2.583E-04 , 1.300E+00 , 2.583E-04 
 1.983E-02 , 1.310E+00 , 3.284E-05 , 3.284E-05 , 1.267E+00 , 1.267E+00 , 1.310E+00 
 1.988E-02 , 2.583E-04 , 1.250E+00 , 1.300E+00 , 2.583E-04 , 2.583E-04 , 1.300E+00 
 1.993E-02 , 1.290E+00 , 1.519E-03 , 1.290E+00 , 1.519E-03 , 1.519E-03 , 1.519E-03 
 1.998E-02 , 2.583E-04 , 1.250E+00 , 1.300E+00 , 2.583E-04 , 2.583E-04 , 1.300E+00 
 2.003E-02 , 1.290E+00 , 1.519E-03 , 1.290E+00 , 1.519E-03 , 1.519E-03 , 1.519E-03 
 2.008E-02 , 2.583E-04 , 1.250E+00 , 1.300E+00 , 2.583E-04 , 2.583E-04 , 1.300E+00 
 2.013E-02 , 1.301E+00 , 2.229E-04 , 1.301E+00 , 2.228E-04 , 2.229E-04 , 1.301E+00 
 2.018E-02 , 1.731E-03 , 1.231E+00 , 1.289E+00 , 1.731E-03 , 1.731E-03 , 1.731E-03 
 2.023E-02 , 1.290E+00 , 1.519E-03 , 1.290E+00 , 1.519E-03 , 1.519E-03 , 1.519E-03 
 2.028E-02 , 1.731E-03 , 1.231E+00 , 1.289E+00 , 1.731E-03 , 1.731E-03 , 1.731E-03 
 2.033E-02 , 1.301E+00 , 2.229E-04 , 1.301E+00 , 2.229E-04 , 2.229E-04 , 1.301E+00 
 2.038E-02 , 3.286E-05 , 1.310E+00 , 3.286E-05 , 1.267E+00 , 1.267E+00 , 1.310E+00 
 2.043E-02 , 1.301E+00 , 2.229E-04 , 1.301E+00 , 2.229E-04 , 1.301E+00 , 2.230E-04 
 2.048E-02 , 3.286E-05 , 1.310E+00 , 3.286E-05 , 1.267E+00 , 1.267E+00 , 1.310E+00 
 2.053E-02 , 1.301E+00 , 2.229E-04 , 1.301E+00 , 2.229E-04 , 1.301E+00 , 2.229E-04 
 2.058E-02 , 3.287E-05 , 1.310E+00 , 3.287E-05 , 1.267E+00 , 1.267E+00 , 1.310E+00 
 2.063E-02 , 1.301E+00 , 2.230E-04 , 1.301E+00 , 2.230E-04 , 1.301E+00 , 2.230E-04 
 2.068E-02 , 2.585E-04 , 1.300E+00 , 2.585E-04 , 1.250E+00 , 1.300E+00 , 2.585E-04 
 2.073E-02 , 1.301E+00 , 2.230E-04 , 1.301E+00 , 2.230E-04 , 1.301E+00 , 2.229E-04 
 2.078E-02 , 2.585E-04 , 1.300E+00 , 2.585E-04 , 1.250E+00 , 1.300E+00 , 2.585E-04 
 2.083E-02 , 1.311E+00 , 2.867E-05 , 1.311E+00 , 2.867E-05 , 1.268E+00 , 1.311E+00 
 2.088E-02 , 2.230E-04 , 1.301E+00 , 2.230E-04 , 1.301E+00 , 2.230E-04 , 1.301E+00 
 2.093E-02 , 1.300E+00 , 2.586E-04 , 1.250E+00 , 1.300E+00 , 2.586E-04 , 2.586E-04 
 2.098E-02 , 2.230E-04 , 1.301E+00 , 2.230E-04 , 1.301E+00 , 2.230E-04 , 1.301E+00 
 2.103E-02 , 1.300E+00 , 2.586E-04 , 1.250E+00 , 1.300E+00 , 2.586E-04 , 2.586E-04 
 2.108E-02 , 2.231E-04 , 1.301E+00 , 2.231E-04 , 1.301E+00 , 2.231E-04 , 1.301E+00 
 2.113E-02 , 1.300E+00 , 2.586E-04 , 1.250E+00 , 1.300E+00 , 2.586E-04 , 2.586E-04 
 2.118E-02 , 1.520E-03 , 1.290E+00 , 1.520E-03 , 1.290E+00 , 1.520E-03 , 1.520E-03 
 2.123E-02 , 1.300E+00 , 2.587E-04 , 1.250E+00 , 1.300E+00 , 2.587E-04 , 2.586E-04 
 2.128E-02 , 1.520E-03 , 1.290E+00 , 1.520E-03 , 1.290E+00 , 1.520E-03 , 1.520E-03 
 2.133E-02 , 1.311E+00 , 2.869E-05 , 1.268E+00 , 1.311E+00 , 2.869E-05 , 1.311E+00 
 2.138E-02 , 2.587E-04 , 1.300E+00 , 2.587E-04 , 2.587E-04 , 1.250E+00 , 1.300E+00 
 2.143E-02 , 1.310E+00 , 3.290E-05 , 1.267E+00 , 1.267E+00 , 1.310E+00 , 3.283E-05 
 2.148E-02 , 2.587E-04 , 1.300E+00 , 2.587E-04 , 2.587E-04 , 1.250E+00 , 1.300E+00 
